   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   0.0000000e+00	   1.6666667e-01	   8.3333333e-01	
   0.0000000e+00	   3.3333333e-01	   6.6666667e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   0.0000000e+00	   6.6666667e-01	   3.3333333e-01	
   0.0000000e+00	   8.3333333e-01	   1.6666667e-01	
   0.0000000e+00	   1.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   2.0833333e-02	   1.4583333e-01	   8.3333333e-01	
   4.1666667e-02	   2.9166667e-01	   6.6666667e-01	
   6.2500000e-02	   4.3750000e-01	   5.0000000e-01	
   8.3333333e-02	   5.8333333e-01	   3.3333333e-01	
   1.0416667e-01	   7.2916667e-01	   1.6666667e-01	
   1.2500000e-01	   8.7500000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   4.1666667e-02	   1.2500000e-01	   8.3333333e-01	
   8.3333333e-02	   2.5000000e-01	   6.6666667e-01	
   1.2500000e-01	   3.7500000e-01	   5.0000000e-01	
   1.6666667e-01	   5.0000000e-01	   3.3333333e-01	
   2.0833333e-01	   6.2500000e-01	   1.6666667e-01	
   2.5000000e-01	   7.5000000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   1.2500000e-01	   4.1666667e-02	   8.3333333e-01	
   2.5000000e-01	   8.3333333e-02	   6.6666667e-01	
   3.7500000e-01	   1.2500000e-01	   5.0000000e-01	
   5.0000000e-01	   1.6666667e-01	   3.3333333e-01	
   6.2500000e-01	   2.0833333e-01	   1.6666667e-01	
   7.5000000e-01	   2.5000000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   1.3888889e-01	   2.7777778e-02	   8.3333333e-01	
   2.7777778e-01	   5.5555556e-02	   6.6666667e-01	
   4.1666667e-01	   8.3333333e-02	   5.0000000e-01	
   5.5555556e-01	   1.1111111e-01	   3.3333333e-01	
   6.9444444e-01	   1.3888889e-01	   1.6666667e-01	
   8.3333333e-01	   1.6666667e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   1.5277778e-01	   1.3888889e-02	   8.3333333e-01	
   3.0555556e-01	   2.7777778e-02	   6.6666667e-01	
   4.5833333e-01	   4.1666667e-02	   5.0000000e-01	
   6.1111111e-01	   5.5555556e-02	   3.3333333e-01	
   7.6388889e-01	   6.9444444e-02	   1.6666667e-01	
   9.1666667e-01	   8.3333333e-02	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0000000e+00	
   1.6666667e-01	   0.0000000e+00	   8.3333333e-01	
   3.3333333e-01	   0.0000000e+00	   6.6666667e-01	
   5.0000000e-01	   0.0000000e+00	   5.0000000e-01	
   6.6666667e-01	   0.0000000e+00	   3.3333333e-01	
   8.3333333e-01	   0.0000000e+00	   1.6666667e-01	
   1.0000000e+00	   0.0000000e+00	   0.0000000e+00	
