   0.0000000e+00	   1.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   9.9999987e-01	   5.0025013e-04	
   0.0000000e+00	   9.9999950e-01	   1.0005003e-03	
   0.0000000e+00	   9.9999887e-01	   1.5007504e-03	
   0.0000000e+00	   9.9999800e-01	   2.0010005e-03	
   0.0000000e+00	   9.9999687e-01	   2.5012506e-03	
   0.0000000e+00	   9.9999550e-01	   3.0015008e-03	
   0.0000000e+00	   9.9999387e-01	   3.5017509e-03	
   0.0000000e+00	   9.9999199e-01	   4.0020010e-03	
   0.0000000e+00	   9.9998986e-01	   4.5022511e-03	
   0.0000000e+00	   9.9998749e-01	   5.0025013e-03	
   0.0000000e+00	   9.9998486e-01	   5.5027514e-03	
   0.0000000e+00	   9.9998198e-01	   6.0030015e-03	
   0.0000000e+00	   9.9997885e-01	   6.5032516e-03	
   0.0000000e+00	   9.9997548e-01	   7.0035018e-03	
   0.0000000e+00	   9.9997185e-01	   7.5037519e-03	
   0.0000000e+00	   9.9996797e-01	   8.0040020e-03	
   0.0000000e+00	   9.9996384e-01	   8.5042521e-03	
   0.0000000e+00	   9.9995946e-01	   9.0045023e-03	
   0.0000000e+00	   9.9995483e-01	   9.5047524e-03	
   0.0000000e+00	   9.9994995e-01	   1.0005003e-02	
   0.0000000e+00	   9.9994482e-01	   1.0505253e-02	
   0.0000000e+00	   9.9993944e-01	   1.1005503e-02	
   0.0000000e+00	   9.9993381e-01	   1.1505753e-02	
   0.0000000e+00	   9.9992793e-01	   1.2006003e-02	
   0.0000000e+00	   9.9992179e-01	   1.2506253e-02	
   0.0000000e+00	   9.9991541e-01	   1.3006503e-02	
   0.0000000e+00	   9.9990878e-01	   1.3506753e-02	
   0.0000000e+00	   9.9990190e-01	   1.4007004e-02	
   0.0000000e+00	   9.9989476e-01	   1.4507254e-02	
   0.0000000e+00	   9.9988738e-01	   1.5007504e-02	
   0.0000000e+00	   9.9987975e-01	   1.5507754e-02	
   0.0000000e+00	   9.9987186e-01	   1.6008004e-02	
   0.0000000e+00	   9.9986373e-01	   1.6508254e-02	
   0.0000000e+00	   9.9985534e-01	   1.7008504e-02	
   0.0000000e+00	   9.9984671e-01	   1.7508754e-02	
   0.0000000e+00	   9.9983782e-01	   1.8009005e-02	
   0.0000000e+00	   9.9982869e-01	   1.8509255e-02	
   0.0000000e+00	   9.9981930e-01	   1.9009505e-02	
   0.0000000e+00	   9.9980967e-01	   1.9509755e-02	
   0.0000000e+00	   9.9979978e-01	   2.0010005e-02	
   0.0000000e+00	   9.9978964e-01	   2.0510255e-02	
   0.0000000e+00	   9.9977925e-01	   2.1010505e-02	
   0.0000000e+00	   9.9976862e-01	   2.1510755e-02	
   0.0000000e+00	   9.9975773e-01	   2.2011006e-02	
   0.0000000e+00	   9.9974659e-01	   2.2511256e-02	
   0.0000000e+00	   9.9973520e-01	   2.3011506e-02	
