   0.0000000e+00	   1.0000000e+00	
   2.0000000e-02	   9.8000000e-01	
   4.0000000e-02	   9.6000000e-01	
   6.0000000e-02	   9.4000000e-01	
   8.0000000e-02	   9.2000000e-01	
   1.0000000e-01	   9.0000000e-01	
   1.2000000e-01	   8.8000000e-01	
   1.4000000e-01	   8.6000000e-01	
   1.6000000e-01	   8.4000000e-01	
   1.8000000e-01	   8.2000000e-01	
   2.0000000e-01	   8.0000000e-01	
   2.2000000e-01	   7.8000000e-01	
   2.4000000e-01	   7.6000000e-01	
   2.6000000e-01	   7.4000000e-01	
   2.8000000e-01	   7.2000000e-01	
   3.0000000e-01	   7.0000000e-01	
   3.2000000e-01	   6.8000000e-01	
   3.4000000e-01	   6.6000000e-01	
   3.6000000e-01	   6.4000000e-01	
   3.8000000e-01	   6.2000000e-01	
   4.0000000e-01	   6.0000000e-01	
   4.2000000e-01	   5.8000000e-01	
   4.4000000e-01	   5.6000000e-01	
   4.6000000e-01	   5.4000000e-01	
   4.8000000e-01	   5.2000000e-01	
   5.0000000e-01	   5.0000000e-01	
   5.2000000e-01	   4.8000000e-01	
   5.4000000e-01	   4.6000000e-01	
   5.6000000e-01	   4.4000000e-01	
   5.8000000e-01	   4.2000000e-01	
   6.0000000e-01	   4.0000000e-01	
   6.2000000e-01	   3.8000000e-01	
   6.4000000e-01	   3.6000000e-01	
   6.6000000e-01	   3.4000000e-01	
   6.8000000e-01	   3.2000000e-01	
   7.0000000e-01	   3.0000000e-01	
   7.2000000e-01	   2.8000000e-01	
   7.4000000e-01	   2.6000000e-01	
   7.6000000e-01	   2.4000000e-01	
   7.8000000e-01	   2.2000000e-01	
   8.0000000e-01	   2.0000000e-01	
   8.2000000e-01	   1.8000000e-01	
   8.4000000e-01	   1.6000000e-01	
   8.6000000e-01	   1.4000000e-01	
   8.8000000e-01	   1.2000000e-01	
   9.0000000e-01	   1.0000000e-01	
   9.2000000e-01	   8.0000000e-02	
   9.4000000e-01	   6.0000000e-02	
   9.6000000e-01	   4.0000000e-02	
   9.8000000e-01	   2.0000000e-02	
   1.0000000e+00	   0.0000000e+00	
